"TOA5","ULM_Stn1","CR1000X","56673","CR1000X.Std.07.01","CPU:SO397545 Univ of LA Measonet Rev08072024.Station1A.CR1X","36237","FiveMin"
"TIMESTAMP","RECORD","BattV_Avg","WS_30ft_mph_Avg","WS_30ft_mph_Max","WindDir_30ft_D1_WVT","WindDir_30ft_SD1_WVT","WS_10ft_mph_Avg","WS_10ft_mph_Max","WindDir_10ft_D1_WVT","WindDir_10ft_SD1_WVT","WS_Sonic_mph_Avg","WS_Sonic_mph_Max","WindDir_Sonic_D1_WVT","WindDir_Sonic_SD1_WVT","AirTF_Avg","RH_Avg","SlrW_Avg","SlrMJ_Tot","DewPtF","RainSinceMidnight","RV_Pre_Accu_Tot","RV_Tips_Tot","RV_Tot_Pre_Accu","RV_Avg_Pre_Int_Max","RV_Max_Pre_Int_Max","VWC_5cm_Avg","Ka_5cm_Avg","SoilTmpF_5cm_Avg","BulkEC_5cm_Avg","VWC_10cm_Avg","Ka_10cm_Avg","SoilTmpF_10cm_Avg","BulkEC_10cm_Avg","VWC_20cm_Avg","Ka_20cm_Avg","SoilTmpF_20cm_Avg","BulkEC_20cm_Avg","VWC_30cm_Avg","Ka_30cm_Avg","SoilTmpF_30cm_Avg","BulkEC_30cm_Avg","VWC_40cm_Avg","Ka_40cm_Avg","SoilTmpF_40cm_Avg","BulkEC_40cm_Avg","VWC_50cm_Avg","Ka_50cm_Avg","SoilTmpF_50cm_Avg","BulkEC_50cm_Avg","T109_30ft_F_Avg","T109_10ft_F_Avg","AbsBaro_inHg_Avg","SeaLvlBaro_inHg_Avg","HeatIndxTmpF_Avg","WindChillTmpF_Avg","BatteryVoltage","BatteryCurrent","LoadCurrent","ChargeInputVoltage","ChargeInputCurrent","ChargeTemp","Chg_State","Chg_Source","Ck_Batt"
"2024-08-07 10:15:00",14,13.44,6.23,9.31,295.7,17.18,5.465,8.79,121.5,21,6.525,9.53,317.3,16.22,89.5,53.77,678.8,0.203626,70.82,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",88.6,91,29.80463,29.88456,95.3,89.5,13.44,0.2,0.125,20.41,0.385,37.45,3,1,0
"2024-08-07 10:20:00",15,13.47,6.358,9.31,285.4,15.8,5.459,8.45,114.5,18.53,6.768,10.54,306.5,14.94,89.7,53.08,692,0.2075966,70.75,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",88.8,91.2,29.80458,29.88451,95.5,89.7,13.45,0.215,0.081,20.48,0.386,37.57,3,1,0
"2024-08-07 10:25:00",16,13.42,6.752,11.33,285.5,13,5.833,9.12,113.5,14.4,7.193,12.46,307.6,10.95,89.7,52.63,705.5,0.2116427,70.5,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",88.8,91.1,29.80167,29.88161,95.3,89.7,13.44,0.169,0.134,20.51,0.387,37.7,3,1,0
"2024-08-07 10:30:00",17,13.46,6.802,10.58,286,8.66,6.113,9.46,115.5,13.97,7.091,11.56,307.8,8.12,89.8,52.46,719.6,0.21589,70.56,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",88.7,91.3,29.80167,29.88161,95.3,89.8,13.45,0.211,0.08,20.54,0.388,37.81,3,1,0
"2024-08-07 10:35:00",18,13.43,5.594,9.61,268,16.32,4.889,8.79,97.8,17.03,6.072,10.85,290.4,15.86,90,52.86,733.9,0.2201565,69.99,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",89,91.5,29.80163,29.88156,95.9,90,13.43,0.18,0.125,20.52,0.389,37.96,3,1,0
"2024-08-07 10:40:00",19,13.46,4.291,7.75,259.2,15.81,3.941,8.11,79.16,28.2,4.953,8.61,281.6,13.7,90,53.86,745.4,0.2236055,71.18,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",89.4,91.7,29.79872,29.87866,96.5,90,13.44,0.199,0.077,20.42,0.389,38.12,3,1,0
"2024-08-07 10:45:00",20,13.42,3.887,7.452,273.2,23.21,3.362,5.766,103.5,31.33,4.539,9.62,294.2,23.97,90.6,53.24,758.6,0.227592,70.4,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",90,92.4,29.79867,29.87861,97.4,90.6,13.43,0.16,0.126,20.34,0.391,38.35,3,1,0
"2024-08-07 10:50:00",21,13.45,7.201,10.88,250.2,17.3,6.543,11.8,79.98,24.27,7.77,11.95,273.6,15.84,90.8,50.13,772.6,0.2317655,69.89,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",90,92.3,29.79577,29.8757,96.3,90.8,13.43,0.189,0.077,20.56,0.393,38.59,3,1,0
"2024-08-07 10:55:00",22,13.41,6.322,11.77,256.8,22.24,5.671,10.46,88.2,22.22,6.886,12.08,281.4,20.84,90.8,49.2,783.8,0.2351277,69.81,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",90,92.1,29.79577,29.8757,95.8,90.8,13.41,0.145,0.123,20.56,0.393,38.72,3,1,0
"2024-08-07 11:00:00",23,13.44,6.766,8.57,245.8,17.61,6.113,9.12,70.43,17.61,7.482,10.83,269.3,13.96,91,50.11,795.6,0.2386929,69.7,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",90.2,92.4,29.79577,29.8757,96.6,91,13.42,0.181,0.079,20.55,0.393,38.78,3,1,0
"2024-08-07 11:05:00",24,13.4,7.286,10.28,253.4,15.9,6.42,8.79,83.2,17.8,7.806,10.89,277.9,11.95,91.4,49.34,806,0.2419191,68.16,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",90.3,92.7,29.79577,29.8757,96.9,91.4,13.41,0.144,0.131,20.59,0.394,38.86,3,1,0
"2024-08-07 11:10:00",25,13.44,7.523,11.48,256.3,14.89,6.398,10.13,83.4,18.88,8.06,11.74,279.8,13.42,91.3,48.75,818,0.2453014,69.71,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",90.3,92.6,29.79577,29.8757,96.5,91.3,13.42,0.18,0.08,20.62,0.394,38.92,3,1,0
"2024-08-07 11:15:00",26,13.4,5.862,9.17,251.2,15.18,4.939,8.79,81.3,21.11,6.5,8.99,273.4,14.21,91.6,49.43,828,0.2485015,71.81,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",90.8,93.1,29.79577,29.8757,97.5,91.6,13.41,0.147,0.125,20.49,0.394,38.99,3,1,0
"2024-08-07 11:20:00",27,13.44,6.503,10.13,245.2,21.35,5.694,9.79,68.32,19.82,7.164,10.51,268.1,18.71,92,49.54,839,0.2518095,70.75,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",91,93.4,29.79572,29.87565,98.3,92,13.42,0.183,0.078,20.49,0.395,39.11,3,1,0
"2024-08-07 11:25:00",28,13.39,7.165,10.58,266.3,22.02,6.169,9.46,91.6,22.97,7.645,11.41,288.9,20.51,92,49.11,847,0.2541001,70.45,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",91.1,93.3,29.79282,29.87275,98,92,13.41,0.141,0.14,20.57,0.396,39.21,3,1,0
"2024-08-07 11:30:00",29,13.43,6.652,9.24,244.4,15.26,5.615,8.79,72.67,14.86,7.159,10.25,267.6,12.06,92.2,48.98,856,0.2568791,70.1,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",90.9,93.6,29.79282,29.87275,98.4,92.2,13.42,0.184,0.079,20.51,0.395,39.29,3,1,0
"2024-08-07 11:35:00",30,13.4,5.564,9.54,264.3,24.81,4.749,8.11,92.6,20.38,5.992,10.42,284.8,23.09,92.3,48.2,864,0.2591625,69.66,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",91.6,93.8,29.79282,29.87275,98.3,92.3,13.41,0.145,0.133,20.49,0.396,39.4,3,1,0
"2024-08-07 11:40:00",31,13.43,6.855,9.91,247.3,19.13,5.878,8.45,69.75,24.43,7.352,11.7,271.3,15.89,92.5,48.06,874,0.2622478,67.72,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",91.4,93.7,29.79282,29.87275,98.4,92.5,13.42,0.183,0.077,20.53,0.397,39.5,3,1,0
"2024-08-07 11:45:00",32,13.38,7.584,12.3,299.2,13.34,6.56,11.8,135.6,20.27,8,13.96,321.7,11.9,92.8,45.87,883,0.2649889,69.22,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",92,94.1,29.79282,29.87275,98,92.8,13.4,0.13,0.13,20.53,0.398,39.55,3,1,0
"2024-08-07 11:50:00",33,13.41,7.445,11.03,276.5,14.2,6.599,9.12,103.7,16.88,7.8,11.48,300.2,13.13,93.5,44.55,892,0.26756,68.84,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",92.3,94.8,29.79277,29.8727,98.6,93.5,13.41,0.165,0.081,20.58,0.397,39.6,3,1,0
"2024-08-07 11:55:00",34,13.37,5.867,9.17,285.2,15.99,5.045,7.779,116.6,20.24,6.146,9.64,308.1,13.79,93,45.6,899,0.269772,70.39,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",92.2,94.3,29.78986,29.86979,98.3,93,13.4,0.13,0.132,20.44,0.398,39.67,3,1,0
"2024-08-07 12:00:00",35,13.41,6.788,8.94,288.6,12.73,5.722,8.79,114.9,15.88,7.239,10.51,310.8,11.43,93.9,44.89,905,0.2716494,68.37,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",92.9,95.4,29.78986,29.86979,99.6,93.9,13.41,0.168,0.08,20.48,0.399,39.76,3,1,0
"2024-08-07 12:05:00",36,13.38,5.436,9.31,247.1,22.96,4.721,10.13,70.3,29.39,5.924,11.41,268.5,21.9,93.5,45.04,913,0.2737956,70.81,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",92.5,94.9,29.78981,29.86975,98.9,93.5,13.39,0.133,0.131,20.36,0.398,39.86,3,1,0
"2024-08-07 12:10:00",37,13.41,7.381,10.13,249.2,17.62,6.717,10.13,69.87,21.36,8.03,10.8,270.3,12.77,93.2,45.04,917,0.275046,68.8,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",92.4,94.3,29.78691,29.86684,98.3,93.2,13.41,0.17,0.078,20.49,0.399,39.9,3,1,0
"2024-08-07 12:15:00",38,13.38,6.523,9.69,246.6,25.07,5.861,9.12,74.57,27.95,7.013,11.01,269.2,23.44,93.4,45.33,921,0.2762742,69.22,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",92.4,94.6,29.78686,29.86679,98.8,93.4,13.39,0.139,0.124,20.44,0.4,39.92,3,1,0
"2024-08-07 12:20:00",39,13.41,4.151,7.676,249.1,23.49,3.785,7.108,80.4,31.43,4.681,8.28,273.7,21.87,93.8,44.67,925,0.2775258,69.33,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",93.1,95.1,29.78396,29.86389,99.2,93.8,13.41,0.173,0.075,20.3,0.4,39.94,3,1,0
"2024-08-07 12:25:00",40,13.38,5.421,9.91,226.4,19.27,4.531,7.779,50.06,25.08,5.807,9.42,251.3,18.04,93.9,44.41,867,0.2601199,71.94,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",93,94.9,29.78391,29.86384,99.5,93.9,13.39,0.14,0.125,20.22,0.4,40,3,1,0
"2024-08-07 12:30:00",41,13.41,5.351,8.72,224.4,22.42,4.715,7.779,51.49,26,6.012,10.16,247.8,21.48,94.1,44.82,826,0.2477637,68.52,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",93.2,95.1,29.78095,29.86089,99.9,94.1,13.4,0.171,0.081,20.22,0.4,40.06,3,1,0
"2024-08-07 12:35:00",42,13.38,6.426,10.13,256.7,14.78,5.699,8.79,84.7,23.3,7.018,10.67,280,14.42,94,44.39,938,0.2812841,68.27,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",93.1,95.2,29.7781,29.85803,99.5,94,13.39,0.136,0.129,20.38,0.401,40.1,3,1,0
"2024-08-07 12:40:00",43,13.42,6.511,8.5,279.7,13.96,5.599,8.79,104.8,16.03,6.854,9.04,301.9,14.14,94.1,43.37,941,0.2822949,67.62,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",93.1,95.4,29.78095,29.86089,99.1,94.1,13.4,0.168,0.081,20.47,0.401,40.09,3,1,0
